#ID	Shoot	Time	Event	Operation	Touch	PerfectTouch	ValidTouch	
#ID	事件类型	事件触发时间	事件类型（1:豆子；2:炸弹）	事件操作类型（1：接；2:甩）	操作点	完美操作区间	正确操作区间	
#int	string	float	int	int	float	float	float	
1	shoot	5.76	1	1	6.08	0.01	0.02	
2	shoot	6.55	1	1	6.84	0.01	0.02	
3	shoot	7.3	1	1	7.59	0.01	0.02	
4	shoot	8.06	1	1	8.35	0.01	0.02	
5	shoot	8.82	1	1	9.11	0.01	0.02	
6	shoot	9.57	1	1	9.86	0.01	0.02	
7	shoot	10.33	1	1	10.63	0.01	0.02	
8	shoot	11.1	1	1	11.38	0.01	0.02	
9	shoot	11.84	1	1	12.13	0.01	0.02	
10	shoot	14.41	1	1	14.73	0.01	0.02	
11	shoot	15.2	1	1	15.47	0.01	0.02	
12	shoot	15.94	1	1	16.23	0.01	0.02	
13	shoot	16.7	1	1	16.97	0.01	0.02	
14	shoot	18.2	1	1	18.52	0.01	0.02	
15	shoot	18.98	1	1	19.26	0.01	0.02	
16	shoot	19.73	1	1	20.01	0.01	0.02	
17	shoot	20.48	1	1	20.76	0.01	0.02	
18	shoot	21.23	1	1	21.51	0.01	0.02	
19	shoot	21.98	1	1	22.26	0.01	0.02	
20	shoot	22.72	1	1	23.0	0.01	0.02	
21	shoot	23.47	1	1	23.75	0.01	0.02	
22	shoot	26.43	1	1	26.74	0.01	0.02	
23	shoot	27.21	1	1	27.49	0.01	0.02	
24	shoot	27.96	1	1	29.44	0.01	0.02	
25	shoot	28.32	1	1	29.77	0.01	0.02	
26	shoot	28.67	1	1	30.16	0.01	0.02	
27	shoot	33.18	1	1	33.5	0.01	0.02	
28	shoot	33.97	1	1	34.25	0.01	0.02	
29	shoot	34.71	1	1	35.0	0.01	0.02	
30	shoot	35.46	1	1	35.74	0.01	0.02	
31	shoot	36.21	1	1	36.49	0.01	0.02	
32	shoot	36.96	1	1	37.24	0.01	0.02	
33	shoot	37.71	1	1	37.99	0.01	0.02	
34	shoot	38.46	1	1	38.74	0.01	0.02	
35	shoot	39.2	1	1	40.66	0.01	0.02	
36	shoot	39.43	1	1	40.91	0.01	0.02	
37	shoot	39.68	1	1	41.16	0.01	0.02	
38	shoot	39.91	1	1	41.41	0.01	0.02	
39	shoot	40.12	1	1	41.66	0.01	0.02	
40	shoot	40.34	1	1	41.91	0.01	0.02	
41	shoot	42.92	1	1	43.24	0.01	0.02	
42	shoot	43.67	1	1	43.99	0.01	0.02	
43	shoot	44.42	1	1	44.73	0.01	0.02	
44	shoot	45.17	1	1	45.48	0.01	0.02	
45	shoot	45.92	1	1	46.23	0.01	0.02	
46	shoot	46.66	1	1	46.98	0.01	0.02	
47	shoot	47.41	1	1	47.73	0.01	0.02	
48	shoot	49.68	1	1	50.0	0.01	0.02	
49	shoot	50.43	1	1	50.75	0.01	0.02	
50	shoot	51.18	1	1	51.49	0.01	0.02	
51	shoot	51.93	1	1	52.24	0.01	0.02	
52	shoot	52.68	1	1	52.99	0.01	0.02	
53	shoot	53.42	1	1	53.74	0.01	0.02	
54	shoot	54.17	1	1	54.49	0.01	0.02	
55	shoot	57.19	1	1	58.66	0.01	0.02	
56	shoot	60.17	1	1	61.64	0.01	0.02	
57	shoot	63.16	1	1	64.63	0.01	0.02	
58	shoot	66.21	1	1	66.53	0.01	0.02	
59	shoot	66.96	1	1	67.27	0.01	0.02	
60	shoot	67.71	1	1	68.02	0.01	0.02	
61	shoot	68.46	1	1	68.77	0.01	0.02	
62	shoot	69.2	1	1	69.52	0.01	0.02	
63	shoot	69.95	1	1	70.27	0.01	0.02	
64	shoot	70.7	1	1	71.01	0.01	0.02	
65	shoot	71.45	1	1	71.76	0.01	0.02	
66	shoot	72.2	1	1	72.51	0.01	0.02	
67	shoot	72.94	1	1	73.26	0.01	0.02	
68	shoot	73.69	1	1	74.01	0.01	0.02	
69	shoot	74.44	1	1	74.76	0.01	0.02	
70	shoot	75.15	1	1	76.67	0.01	0.02	
71	shoot	75.45	1	1	76.93	0.01	0.02	
72	shoot	75.7	1	1	77.17	0.01	0.02	
73	shoot	75.93	1	1	77.43	0.01	0.02	
74	shoot	76.14	1	1	77.68	0.01	0.02	
75	shoot	76.36	1	1	77.93	0.01	0.02	
76	shoot	76.58	1	1	78.15	0.01	0.02	
